code,division,division_name,level,title,includes,may_include,alternate_terms,see,see_also,notes,discussion,parent_code,related_codes,chunk_text
13 36 13,13,SPECIAL CONSTRUCTION,3,Metal Towers,,,,,,,,13 36 00,[],13 36 13 — Metal Towers
13 36 13.13,13,SPECIAL CONSTRUCTION,4,Steel Towers,,,,,,,,13 36 13,[],13 36 13.13 — Steel Towers
13 36 23,13,SPECIAL CONSTRUCTION,3,Wood Towers,,,,,,,,13 36 00,[],13 36 23 — Wood Towers
13 40 00,13,SPECIAL CONSTRUCTION,2,Integrated Construction,special construction that integrates multiple construction components into a fabricated module or assembly.,,,,,,,13 00 00,[],13 40 00 — Integrated Construction Includes: special construction that integrates multiple construction components into a fabricated module or assembly.
13 42 00,13,SPECIAL CONSTRUCTION,2,Building Modules and Components,fabricated and pre-engineered modules for site assembly by stacking or linking; facility services components.,,detention cells: jail cells: penitentiary cells: prison cells.,05 59 63 for fabricated detention enclosures. 11 25 00 for hospitality equipment. 11 30 00 for residential equipment. 12 35 25 for hospitality casework. 12 35 30 for residential casework.,,,,13 00 00,"['05 59 63', '11 25 00', '11 30 00', '12 35 25', '12 35 30']",13 42 00 — Building Modules and Components Includes: fabricated and pre-engineered modules for site assembly by stacking or linking; facility services components. Also known as: detention cells: jail cells: penitentiary cells: prison cells.
13 42 13,13,SPECIAL CONSTRUCTION,3,Bathroom Unit Modules,,,,,,,,13 42 00,[],13 42 13 — Bathroom Unit Modules
13 42 25,13,SPECIAL CONSTRUCTION,3,Hospitality Unit Modules,,,,,,,,13 42 00,[],13 42 25 — Hospitality Unit Modules
13 42 33,13,SPECIAL CONSTRUCTION,3,Apartment Unit Modules,,,,,,,,13 42 00,[],13 42 33 — Apartment Unit Modules
13 42 43,13,SPECIAL CONSTRUCTION,3,Dormitory Unit Modules,,,,,,,,13 42 00,[],13 42 43 — Dormitory Unit Modules
13 42 46,13,SPECIAL CONSTRUCTION,3,Education Unit Modules,,,,,,,,13 42 00,[],13 42 46 — Education Unit Modules
13 42 63,13,SPECIAL CONSTRUCTION,3,Detention Cell Modules,,,,,,,,13 42 00,[],13 42 63 — Detention Cell Modules
13 42 63.13,13,SPECIAL CONSTRUCTION,4,Precast-Concrete Detention Cell Modules,,,,,,,,13 42 63,[],13 42 63.13 — Precast-Concrete Detention Cell Modules
13 42 63.16,13,SPECIAL CONSTRUCTION,4,Steel Detention Cell Modules,,,,,,,,13 42 63,[],13 42 63.16 — Steel Detention Cell Modules
13 42 73,13,SPECIAL CONSTRUCTION,3,Integrated Interior Modules,,,,,,,,13 42 00,[],13 42 73 — Integrated Interior Modules
13 42 73.11,13,SPECIAL CONSTRUCTION,4,Integrated Floor Assemblies,,,,,,,,13 42 73,[],13 42 73.11 — Integrated Floor Assemblies
13 42 73.13,13,SPECIAL CONSTRUCTION,4,Integrated Wall Assemblies,,,,,,,,13 42 73,[],13 42 73.13 — Integrated Wall Assemblies
13 42 73.15,13,SPECIAL CONSTRUCTION,4,Integrated Ceiling Assemblies,,,,,,,,13 42 73,[],13 42 73.15 — Integrated Ceiling Assemblies
13 44 00,13,SPECIAL CONSTRUCTION,2,Modular Mezzanines,"fabricated and pre-engineered mezzanine modules complete with structural support, flooring, railings, stairs, and other accessories.",,,11 51 23 for library stack systems. 41 53 26 for industrial mezzanine storage systems.,,,,13 00 00,"['11 51 23', '41 53 26']","13 44 00 — Modular Mezzanines Includes: fabricated and pre-engineered mezzanine modules complete with structural support, flooring, railings, stairs, and other accessories."
13 47 00,13,SPECIAL CONSTRUCTION,2,Facility Protection,,,,,,,,13 00 00,[],13 47 00 — Facility Protection
13 47 13,13,SPECIAL CONSTRUCTION,3,Cathodic Protection,"equipment, controls, and installation for cathodic protection of structures and underground metal construction and piping. Active and passive protection systems. Galvanic protection.",,,40 46 42 for cathodic process corrosion protection.,,,,13 47 00,['40 46 42'],"13 47 13 — Cathodic Protection Includes: equipment, controls, and installation for cathodic protection of structures and underground metal construction and piping. Active and passive protection systems. Galvanic protection."
13 47 13.13,13,SPECIAL CONSTRUCTION,4,Cathodic Protection for Underground and Submerged Piping,active and passive protection systems.,,,,,,,13 47 13,[],13 47 13.13 — Cathodic Protection for Underground and Submerged Piping Includes: active and passive protection systems.
13 47 13.16,13,SPECIAL CONSTRUCTION,4,Cathodic Protection for Underground Storage Tanks,active and passive protection systems.,,,,,,,13 47 13,[],13 47 13.16 — Cathodic Protection for Underground Storage Tanks Includes: active and passive protection systems.
13 47 13.19,13,SPECIAL CONSTRUCTION,4,Cathodic Protection for Concrete Reinforcing,active and passive protection systems.,,,,,,,13 47 13,[],13 47 13.19 — Cathodic Protection for Concrete Reinforcing Includes: active and passive protection systems.
13 48 00,13,SPECIAL CONSTRUCTION,2,"Sound, Vibration, and Seismic Control","fabricated, pre-engineered components for the reduction of sound and vibration within a structure.",,,02 22 13 for movement and vibration assessment. 02 22 16 for acoustic assessment. 08 34 73 for sound control door assemblies. 09 51 00 for acoustical ceilings. 09 62 48 for acoustic flooring. 09 80 00 for acoustic treatment. 13 21 48 for sound-conditioned rooms. 13 52 00 for seismic instrumentation. 21 05 48 for vibration and seismic controls for fire-suppression piping and equipment. 22 05 48 for vibration and seismic control for plumbing piping and equipment. 23 05 48 for vibration and seismic control for HVAC. 23 32 48 for acoustical air plenums. 25 05 48 for vibration and seismic controls for integrated automation. 26 05 48 for vibration and seismic controls for electrical systems. 27 05 48 for vibration and seismic controls for communication systems. 28 05 48 for vibration and seismic controls for electronic safety and security. 44 20 00 for noise pollution control.,,,,13 00 00,"['02 22 13', '02 22 16', '08 34 73', '09 51 00', '09 62 48', '09 80 00', '13 21 48', '13 52 00', '21 05 48', '22 05 48', '23 05 48', '23 32 48', '25 05 48', '26 05 48', '27 05 48', '28 05 48', '44 20 00']","13 48 00 — Sound, Vibration, and Seismic Control Includes: fabricated, pre-engineered components for the reduction of sound and vibration within a structure."
13 48 13,13,SPECIAL CONSTRUCTION,3,Manufactured Sound and Vibration Control Components,,,,,,,,13 48 00,[],13 48 13 — Manufactured Sound and Vibration Control Components
13 48 23,13,SPECIAL CONSTRUCTION,3,Fabricated Sound and Vibration Control Assemblies,,,,,,,,13 48 00,[],13 48 23 — Fabricated Sound and Vibration Control Assemblies
13 48 53,13,SPECIAL CONSTRUCTION,3,Manufactured Seismic Control Components,,,,,,,,13 48 00,[],13 48 53 — Manufactured Seismic Control Components
13 48 63,13,SPECIAL CONSTRUCTION,3,Fabricated Seismic Control Assemblies,,,,,,,,13 48 00,[],13 48 63 — Fabricated Seismic Control Assemblies
13 49 00,13,SPECIAL CONSTRUCTION,2,Radiation Protection,"fabricated and pre-engineered radiation shielding components and structures for protection against radio frequency, x-ray, nuclear radiation, electromagnetic fields, and high energy magnetic pulse protection.",,EMI: electromagnetic interference. RFI: radio frequency interference.,08 34 46 for RFI shielding doors. 08 34 49 for radiation shielding doors and frames. 08 56 46 for RFI shielding windows. 08 56 49 for radiation shielding windows. 08 88 49 for radiation-resistant glazing. 09 22 36 for lath. 26 35 23 for EMI filters. 26 35 46 for RFI filters. 28 41 00 for radiation detection and alarm. 40 91 16 for electromagnetic process measurement devices.,,,,13 00 00,"['08 34 46', '08 34 49', '08 56 46', '08 56 49', '08 88 49', '09 22 36', '26 35 23', '26 35 46', '28 41 00', '40 91 16']","13 49 00 — Radiation Protection Includes: fabricated and pre-engineered radiation shielding components and structures for protection against radio frequency, x-ray, nuclear radiation, electromagnetic fields, and high energy magnetic pulse protection. Also known as: EMI: electromagnetic interference. RFI: radio frequency interference."
13 49 13,13,SPECIAL CONSTRUCTION,3,Integrated X-Ray Shielding Assemblies,,,,,,,,13 49 00,[],13 49 13 — Integrated X-Ray Shielding Assemblies
13 49 16,13,SPECIAL CONSTRUCTION,3,Modular X-Ray Shielding Rooms,,,,,,,,13 49 00,[],13 49 16 — Modular X-Ray Shielding Rooms
13 49 23,13,SPECIAL CONSTRUCTION,3,Integrated RFI/EMI Shielding Assemblies,,,,,,,,13 49 00,[],13 49 23 — Integrated RFI/EMI Shielding Assemblies
13 49 26,13,SPECIAL CONSTRUCTION,3,Modular RFI/EMI Shielding Rooms,,,radiation shielding: shielding.,,,,,13 49 00,[],13 49 26 — Modular RFI/EMI Shielding Rooms Also known as: radiation shielding: shielding.
13 50 00,13,SPECIAL CONSTRUCTION,2,Special Instrumentation,"instrumentation for measuring and recording phenomena such as stresses in structures, solar and wind energy, and effects of earthquakes.",,,"02 31 13 for seismic investigations. 13 48 00 for sound, vibration, and seismic control. 23 56 00 for solar energy heating equipment. 26 31 00 for photovoltaic collectors. 26 32 23 for wind energy equipment. 34 43 23 for airfield weather observation equipment. 40 91 00 for primary process measurement devices. 40 91 19 for stress/strain process measurement devices. 42 12 23 for solar process heaters. 42 13 26 for solar industrial radiation heat exchangers. 48 14 00 for solar energy electrical power generation equipment. 48 15 00 for wind energy electrical power generation equipment. 48 19 19 for electrical power generation solar tracking equipment.",,,,13 00 00,"['02 31 13', '13 48 00', '23 56 00', '26 31 00', '26 32 23', '34 43 23', '40 91 00', '40 91 19', '42 12 23', '42 13 26', '48 14 00', '48 15 00', '48 19 19']","13 50 00 — Special Instrumentation Includes: instrumentation for measuring and recording phenomena such as stresses in structures, solar and wind energy, and effects of earthquakes."
13 51 00,13,SPECIAL CONSTRUCTION,2,Stress Instrumentation,,,,,,,,13 00 00,[],13 51 00 — Stress Instrumentation
13 52 00,13,SPECIAL CONSTRUCTION,2,Seismic Instrumentation,,,,,,,,13 00 00,[],13 52 00 — Seismic Instrumentation
13 53 00,13,SPECIAL CONSTRUCTION,2,Meteorological Instrumentation,,,,,,,,13 00 00,[],13 53 00 — Meteorological Instrumentation
13 53 13,13,SPECIAL CONSTRUCTION,3,Solar Instrumentation,,,,,,,,13 53 00,[],13 53 13 — Solar Instrumentation
13 53 23,13,SPECIAL CONSTRUCTION,3,Wind Instrumentation,,,,,,,,13 53 00,[],13 53 23 — Wind Instrumentation
14 00 00,14,CONVEYING EQUIPMENT,1,Conveying Equipment See: 25 32 00 for integrated automation instrumentation and terminal devices for conveying equipment. 25 52 00 for integrated automation control of conveying equipment. 25 92 00 for integrated automation control sequences for conveying equipment.,,,,,,May be used as Division level Section title.,,,[],14 00 00 — Conveying Equipment See: 25 32 00 for integrated automation instrumentation and terminal devices for conveying equipment. 25 52 00 for integrated automation control of conveying equipment. 25 92 00 for integrated automation control sequences for conveying equipment. Note: May be used as Division level Section title.
14 01 00,14,CONVEYING EQUIPMENT,2,Operation and Maintenance of Conveying Equipment,"maintenance, repair, rehabilitation, replacement, restoration, preservation, etc. of conveying equipment. Level 4 Numbering Recommendation: Level 4 titles for conveying equipment are provided as examples for user's creation of more detailed titles for other subjects as required. Following Level 4 numbering is recommended: .51-.59 for maintenance. .61-.69 for repair. .71-.79 for rehabilitation. .81-.89 for replacement. .91-.99 for restoration.",,,,,,,14 00 00,[],"14 01 00 — Operation and Maintenance of Conveying Equipment Includes: maintenance, repair, rehabilitation, replacement, restoration, preservation, etc. of conveying equipment. Level 4 Numbering Recommendation: Level 4 titles for conveying equipment are provided as examples for user's creation of more detailed titles for other subjects as required. Following Level 4 numbering is recommended: .51-.59 for maintenance. .61-.69 for repair. .71-.79 for rehabilitation. .81-.89 for replacement. .91-.99 for restoration."
14 01 10,14,CONVEYING EQUIPMENT,3,Operation and Maintenance of Dumbwaiters,,,,,,,,14 01 00,[],14 01 10 — Operation and Maintenance of Dumbwaiters
14 01 10.71,14,CONVEYING EQUIPMENT,4,Dumbwaiter Rehabilitation,,,,,,,,14 01 10,[],14 01 10.71 — Dumbwaiter Rehabilitation
14 01 20,14,CONVEYING EQUIPMENT,3,Operation and Maintenance of Elevators,,,,,,,,14 01 00,[],14 01 20 — Operation and Maintenance of Elevators
14 01 20.71,14,CONVEYING EQUIPMENT,4,Elevator Rehabilitation,,,,,,,,14 01 20,[],14 01 20.71 — Elevator Rehabilitation
14 01 30,14,CONVEYING EQUIPMENT,3,Operation and Maintenance of Escalators and Moving Walks,,,,,,,,14 01 00,[],14 01 30 — Operation and Maintenance of Escalators and Moving Walks
14 01 30.71,14,CONVEYING EQUIPMENT,4,Escalators and Moving Walks Rehabilitation,,,,,,,,14 01 30,[],14 01 30.71 — Escalators and Moving Walks Rehabilitation
14 01 40,14,CONVEYING EQUIPMENT,3,Operation and Maintenance of Lifts,,,,,,,,14 01 00,[],14 01 40 — Operation and Maintenance of Lifts
14 01 40.71,14,CONVEYING EQUIPMENT,4,Lift Rehabilitation,,,,,,,,14 01 40,[],14 01 40.71 — Lift Rehabilitation
14 01 70,14,CONVEYING EQUIPMENT,3,Operation and Maintenance of Turntables,,,,,,,,14 01 00,[],14 01 70 — Operation and Maintenance of Turntables
14 01 80,14,CONVEYING EQUIPMENT,3,Operation and Maintenance of Scaffolding,,,,,,,,14 01 00,[],14 01 80 — Operation and Maintenance of Scaffolding
14 01 90,14,CONVEYING EQUIPMENT,3,Operation and Maintenance of Other Conveying Equipment,,,,,,,,14 01 00,[],14 01 90 — Operation and Maintenance of Other Conveying Equipment
14 05 00,14,CONVEYING EQUIPMENT,2,Common Work Results for Conveying Equipment,subjects common to multiple titles in Division 14.,,,01 80 00 for performance requirements of subjects common to multiple titles.,,,,14 00 00,['01 80 00'],14 05 00 — Common Work Results for Conveying Equipment Includes: subjects common to multiple titles in Division 14.
14 05 05,14,CONVEYING EQUIPMENT,3,Selective Demolition for Conveying Equipment,,,,02 41 19 for selective demolition for whole structure demolition.,,,,14 05 00,['02 41 19'],14 05 05 — Selective Demolition for Conveying Equipment
14 06 00,14,CONVEYING EQUIPMENT,2,Schedules for Conveying Equipment,schedules of items common to multiple titles in Division 14.,,,,,"a schedule may be included on drawings, in the project manual, or a project book.",,14 00 00,[],"14 06 00 — Schedules for Conveying Equipment Includes: schedules of items common to multiple titles in Division 14. Note: a schedule may be included on drawings, in the project manual, or a project book."
14 06 10,14,CONVEYING EQUIPMENT,3,Schedules for Dumbwaiters,,,,,,,,14 06 00,[],14 06 10 — Schedules for Dumbwaiters
14 06 20,14,CONVEYING EQUIPMENT,3,Schedules for Elevators,,,,,,,,14 06 00,[],14 06 20 — Schedules for Elevators
14 06 20.13,14,CONVEYING EQUIPMENT,4,Elevator Equipment Schedule,,,,,,,,14 06 20,[],14 06 20.13 — Elevator Equipment Schedule
14 06 30,14,CONVEYING EQUIPMENT,3,Schedules for Escalators and Moving Walks,,,,,,,,14 06 00,[],14 06 30 — Schedules for Escalators and Moving Walks
14 06 40,14,CONVEYING EQUIPMENT,3,Schedules for Lifts,,,,,,,,14 06 00,[],14 06 40 — Schedules for Lifts
14 06 40.13,14,CONVEYING EQUIPMENT,4,Lift Schedule,,,,,,,,14 06 40,[],14 06 40.13 — Lift Schedule
14 06 70,14,CONVEYING EQUIPMENT,3,Schedules for Turntables,,,,,,,,14 06 00,[],14 06 70 — Schedules for Turntables
14 06 80,14,CONVEYING EQUIPMENT,3,Schedules for Scaffolding,,,,,,,,14 06 00,[],14 06 80 — Schedules for Scaffolding
14 06 90,14,CONVEYING EQUIPMENT,3,Schedules for Other Conveying Equipment,,,,,,,,14 06 00,[],14 06 90 — Schedules for Other Conveying Equipment
14 08 00,14,CONVEYING EQUIPMENT,2,Commissioning of Conveying Equipment,commissioning of items common to multiple titles in Division 14.,,,01 91 00 for commissioning of subjects common to multiple Divisions.,,,,14 00 00,['01 91 00'],14 08 00 — Commissioning of Conveying Equipment Includes: commissioning of items common to multiple titles in Division 14.
14 08 10,14,CONVEYING EQUIPMENT,3,Commissioning of Dumbwaiters,,,,,,,,14 08 00,[],14 08 10 — Commissioning of Dumbwaiters
14 08 20,14,CONVEYING EQUIPMENT,3,Commissioning of Elevators,,,,,,,,14 08 00,[],14 08 20 — Commissioning of Elevators
14 08 30,14,CONVEYING EQUIPMENT,3,Commissioning of Escalators and Moving Walks,,,,,,,,14 08 00,[],14 08 30 — Commissioning of Escalators and Moving Walks
14 08 40,14,CONVEYING EQUIPMENT,3,Commissioning of Lifts,,,,,,,,14 08 00,[],14 08 40 — Commissioning of Lifts
14 08 70,14,CONVEYING EQUIPMENT,3,Commissioning of Turntables,,,,,,,,14 08 00,[],14 08 70 — Commissioning of Turntables
14 08 80,14,CONVEYING EQUIPMENT,3,Commissioning of Scaffolding,,,,,,,,14 08 00,[],14 08 80 — Commissioning of Scaffolding
14 10 00,14,CONVEYING EQUIPMENT,2,Dumbwaiters,"packaged or field-assembled, motorized or hand-operated units, including cabs, doors, controls, safety equipment, hoistway equipment, and dumbwaiter machinery. Applications such as book lifts and cart lifts.",,,11 43 13 for food delivery carts. 11 51 00 library equipment.,,,,14 00 00,"['11 43 13', '11 51 00']","14 10 00 — Dumbwaiters Includes: packaged or field-assembled, motorized or hand-operated units, including cabs, doors, controls, safety equipment, hoistway equipment, and dumbwaiter machinery. Applications such as book lifts and cart lifts."
14 11 00,14,CONVEYING EQUIPMENT,2,Manual Dumbwaiters,,,,,,,,14 00 00,[],14 11 00 — Manual Dumbwaiters
14 12 00,14,CONVEYING EQUIPMENT,2,Electric Dumbwaiters,,,,,,,,14 00 00,[],14 12 00 — Electric Dumbwaiters
14 14 00,14,CONVEYING EQUIPMENT,2,Hydraulic Dumbwaiters,,,,,,,,14 00 00,[],14 14 00 — Hydraulic Dumbwaiters
